lat,lon
49.29007745,-123.1333746
49.29230549,-123.1318087
49.28674888,-123.1423201
49.28834266,-123.1392869
49.28715359,-123.1415531
49.28683251,-123.1410579
49.28651142,-123.1405627
49.29034627,-123.1357566
49.28771581,-123.1403055
49.2913655,-123.135206
49.29127261,-123.1350594
49.29307458,-123.1357023
49.29098111,-123.1369294
49.29098111,-123.1369294
49.29012376,-123.1396965
49.28982507,-123.1394066
49.29223473,-123.1365637
49.29174129,-123.1357946
49.29174129,-123.1357946
49.29155058,-123.1397598
49.29151775,-123.1397094
49.29137734,-123.1396718
49.29012224,-123.1420285
49.2924798,-123.1392362
49.29205583,-123.1384051
49.29258341,-123.137097
49.29193043,-123.1426679
49.2789608,-123.1125807
49.29243912,-123.1410643
49.29093288,-123.1432736
49.29278904,-123.1397176
49.29280945,-123.1395692
49.29180635,-123.1424777
49.29258341,-123.137097
49.29258341,-123.137097
49.29205583,-123.1384051
49.29222809,-123.1386703
49.28957407,-123.1246015
49.27994333,-123.1177019
49.27972152,-123.117178
49.29109825,-123.1392426
49.28805795,-123.1154753
49.2891641,-123.1405412
49.28627874,-123.112296
49.28627874,-123.112296
49.28627874,-123.112296
49.27736017,-123.1167861
49.29048896,-123.1340032
49.28901001,-123.1379808
49.29152626,-123.1320838
49.28742595,-123.1166562
49.28773797,-123.1362369
49.28433771,-123.1415457
49.28433771,-123.1415457
49.28646639,-123.1141775
49.2892532,-123.1341888
49.27896,-123.1162152
49.27994069,-123.1143485
49.28513492,-123.1406508
49.28312653,-123.1419081
49.28312653,-123.1419081
49.28236931,-123.1145468
49.28236931,-123.1145468
49.28711421,-123.1169616
49.28184617,-123.1135699
49.28184617,-123.1135699
49.28655692,-123.1344121
49.28652988,-123.115853
49.28652988,-123.115853
49.28549366,-123.1156236
49.28564664,-123.1154057
49.2830575,-123.1397309
49.28266091,-123.1140989
49.28316179,-123.1131623
49.28316179,-123.1131623
49.28316179,-123.1131623
49.2792952,-123.1197735
49.28000197,-123.1176137
49.27963952,-123.1172299
49.27972152,-123.117178
49.27959277,-123.1171572
49.27959277,-123.1171572
49.28437907,-123.1131995
49.28107023,-123.1158806
49.28571367,-123.1193051
49.28648563,-123.1180907
49.28648563,-123.1180907
49.28650317,-123.1180631
49.28650317,-123.1180631
49.28650317,-123.1180631
49.28798264,-123.123901
49.29151271,-123.1292446
49.28275456,-123.1151347
49.28275456,-123.1151347
49.28298319,-123.1396153
49.28298319,-123.1396153
49.2838237,-123.1160107
49.2838237,-123.1160107
49.28501451,-123.1182624
49.28503248,-123.1180625
49.28555551,-123.1173005
49.28566759,-123.1171372
49.28481501,-123.1166386
49.28516479,-123.116106
49.29104585,-123.1275009
49.28306556,-123.1134853
49.28325825,-123.1131931
49.2833686,-123.114727
49.28346369,-123.1145831
49.28376878,-123.1142984
49.2792952,-123.1197735
49.2792952,-123.1197735
49.2792952,-123.1197735
49.28708013,-123.1211441
49.28395091,-123.1367738
49.28527019,-123.1345631
49.28127311,-123.1161945
49.28127311,-123.1161945
49.28318914,-123.1376223
49.29232481,-123.1342807
49.29234096,-123.1342553
49.28276111,-123.1176182
49.28280356,-123.117554
49.28378589,-123.1182244
49.28378589,-123.1182244
49.28378589,-123.1182244
49.28378589,-123.1182244
49.28139445,-123.1371552
49.28631435,-123.1296856
49.28226372,-123.116392
49.28260316,-123.1158817
49.28585791,-123.1230138
49.28212857,-123.1176907
49.28468077,-123.1129674
49.28417417,-123.1139869
49.28417417,-123.1139869
49.28417417,-123.1139869
49.27780108,-123.1135513
49.29067225,-123.1336539
49.28859047,-123.1289592
49.28360272,-123.1223953
49.28622297,-123.1265405
49.2810084,-123.1344646
49.29152553,-123.1353182
49.27778273,-123.1310857
49.28269719,-123.1368489
49.28273938,-123.1376621
49.28156978,-123.1394167
49.28229129,-123.1183293
49.28316102,-123.1208972
49.28709612,-123.1284852
49.28709612,-123.1284852
49.28736639,-123.127914
49.28528648,-123.1199165
49.28177847,-123.1205502
49.28149127,-123.1200985
49.28481959,-123.1246022
49.28248095,-123.1182307
49.28248095,-123.1182307
49.28248095,-123.1182307
49.28571388,-123.1143716
49.28465381,-123.1149397
49.27968186,-123.1366923
49.28446439,-123.1311604
49.28378589,-123.1182244
49.2886617,-123.1261948
49.28067857,-123.1358697
49.27723726,-123.1145919
49.2774298,-123.1141184
49.2902874,-123.1340599
49.28283136,-123.1235832
49.28477945,-123.1289699
49.28477945,-123.1289699
49.28565301,-123.1275838
49.28581252,-123.1271326
49.28581252,-123.1271326
49.27799571,-123.1153862
49.27799571,-123.1153862
49.27799571,-123.1153862
49.27816155,-123.1276633
49.28078921,-123.120603
49.28078921,-123.120603
49.27790531,-123.117244
49.27896267,-123.1257174
49.27855596,-123.1181818
49.28192278,-123.1334442
49.27914631,-123.1174655
49.27914631,-123.1174655
49.27914631,-123.1174655
49.28155898,-123.121462
49.28155898,-123.121462
49.28367661,-123.1320799
49.28041846,-123.1248943
49.28850693,-123.1312653
49.28850693,-123.1312653
49.27593681,-123.1307331
49.28497307,-123.1391463
49.28174739,-123.1333526
49.28038153,-123.1193981
49.28157316,-123.1352934
49.28544531,-123.1413358
49.28544531,-123.1413358
49.28498601,-123.1295534
49.28619583,-123.1152879
49.28602119,-123.1150205
49.28584261,-123.1166571
49.28538631,-123.1159273
49.28422867,-123.1296119
49.27638822,-123.1175676
49.28141248,-123.1295901
49.27686032,-123.1226991
49.27848439,-123.134684
49.28650412,-123.1221405
49.27812014,-123.1246407
49.28079747,-123.1317476
49.28121002,-123.1325442
49.28034818,-123.1334139
49.2778562,-123.1356136
49.27794156,-123.1135147
49.27835357,-123.1128868
49.28417365,-123.1284779
49.27851926,-123.1220466
49.27840003,-123.1224014
49.27790119,-123.1211156
49.28736639,-123.127914
49.28767623,-123.1276334
49.27726633,-123.120128
49.27800482,-123.1317651
49.2831366,-123.1248314
49.28146777,-123.1285069
49.28099962,-123.1264087
49.28099962,-123.1264087
49.28099962,-123.1264087
49.28535606,-123.1338937
49.27657191,-123.1343583
49.27657191,-123.1343583
49.27683268,-123.134768
49.28191894,-123.1251125
49.2828844,-123.1263591
49.27744721,-123.1170916
49.2782119,-123.115056
49.2782119,-123.115056
49.27832876,-123.1150592
49.27843204,-123.1154015
49.27843204,-123.1154015
49.28959892,-123.1273103
49.28959892,-123.1273103
49.27769257,-123.1142222
49.27877962,-123.115947
49.28571367,-123.1193051
49.28571367,-123.1193051
49.28570732,-123.1191347
49.28570732,-123.1191347
49.28570732,-123.1191347
49.28570732,-123.1191347
49.28570732,-123.1191347
49.28570732,-123.1191347
49.28572486,-123.1191071
49.28063733,-123.1152108
49.28063733,-123.1152108
49.28063733,-123.1152108
49.28063733,-123.1152108
49.28606456,-123.1187531
49.28604066,-123.1186103
49.28604066,-123.1186103
49.28647927,-123.1179203
49.28793589,-123.1239752
49.29132057,-123.1295362
49.29132057,-123.1295362
49.27610563,-123.1246738
49.27610563,-123.1246738
49.28477209,-123.1288024
49.28543292,-123.12795
49.28276589,-123.115152
49.28286933,-123.1151322
49.28286933,-123.1151322
49.28286933,-123.1151322
49.28286933,-123.1151322
49.2825634,-123.1146653
49.28252941,-123.1146134
49.28236931,-123.1145468
49.28236931,-123.1145468
49.28236931,-123.1145468
49.28236931,-123.1145468
49.28245009,-123.1144924
49.28706463,-123.1132568
49.27790531,-123.117244
49.28167301,-123.1212861
49.28694367,-123.1133976
49.28627874,-123.112296
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.28376755,-123.1160956
49.29165298,-123.1410811
49.27807432,-123.1189092
49.27867194,-123.1201332
49.27875033,-123.1200155
49.28425587,-123.1155341
49.28457236,-123.1148786
49.28457236,-123.1148786
49.28457236,-123.1148786
49.28457236,-123.1148786
49.28457236,-123.1148786
49.28457236,-123.1148786
49.28222601,-123.1128151
49.28222601,-123.1128151
49.28222601,-123.1128151
49.28222601,-123.1128151
49.28222601,-123.1128151
49.28222601,-123.1128151
49.28222601,-123.1128151
49.28222601,-123.1128151
49.29057533,-123.1305973
49.28501451,-123.1182624
49.28501451,-123.1182624
49.28501451,-123.1182624
49.28508852,-123.1179809
49.28107023,-123.1158806
49.28107023,-123.1158806
49.2855749,-123.117446
49.2855749,-123.117446
49.28439158,-123.1172833
49.28439158,-123.1172833
49.28439158,-123.1172833
49.28481501,-123.1166386
49.28481501,-123.1166386
49.28924717,-123.1253061
49.282901,-123.1265581
49.28266344,-123.1260338
49.28254068,-123.1258531
49.27683268,-123.134768
49.27650883,-123.134284
49.28749183,-123.1204356
49.28532456,-123.1337647
49.28532456,-123.1337647
49.27933541,-123.1316686
49.28795053,-123.1197336
49.27839585,-123.1304306
49.28266091,-123.1140989
49.28266091,-123.1140989
49.28028542,-123.1274579
49.28287287,-123.1137775
49.28287287,-123.1137775
49.28028542,-123.1274579
49.28028542,-123.1274579
49.28028542,-123.1274579
49.2831041,-123.1134269
49.2831041,-123.1134269
49.28321971,-123.1132515
49.28316179,-123.1131623
49.28316179,-123.1131623
49.28316179,-123.1131623
49.28325813,-123.1130162
49.28333521,-123.1128993
49.28333521,-123.1128993
49.28333521,-123.1128993
49.28333521,-123.1128993
49.28017321,-123.1274502
49.28061793,-123.1187275
49.28401983,-123.1138301
49.28401983,-123.1138301
49.28401983,-123.1138301
49.28401983,-123.1138301
49.28401983,-123.1138301
49.28401983,-123.1138301
49.28401983,-123.1138301
49.28060823,-123.118536
49.28060823,-123.118536
49.28060823,-123.118536
49.28060823,-123.118536
49.28060823,-123.118536
49.28045063,-123.1182977
49.28045063,-123.1182977
49.28045063,-123.1182977
49.28028021,-123.1182169
49.28011135,-123.1179616
49.28302628,-123.1152449
49.28302628,-123.1152449
49.28302628,-123.1152449
49.28302628,-123.1152449
49.28302628,-123.1152449
49.28302628,-123.1152449
49.28302628,-123.1152449
49.28302628,-123.1152449
49.28348352,-123.11473
49.28348352,-123.11473
49.28348352,-123.11473
49.28348352,-123.11473
49.28348352,-123.11473
49.28099962,-123.1264087
49.28099962,-123.1264087
49.2833686,-123.114727
49.2833686,-123.114727
49.2833686,-123.114727
49.2833686,-123.114727
49.2833686,-123.114727
49.28382505,-123.1302053
49.28856851,-123.1169793
49.28837952,-123.116619
49.28837952,-123.116619
49.29116165,-123.1416446
49.28466563,-123.1128553
49.28346369,-123.1145831
49.28355878,-123.1144392
49.28376878,-123.1142984
49.28182583,-123.1171386
49.28182583,-123.1171386
49.28182583,-123.1171386
49.28182583,-123.1171386
49.28182583,-123.1171386
49.28182583,-123.1171386
49.28182583,-123.1171386
49.28182583,-123.1171386
49.28182583,-123.1171386
49.28182583,-123.1171386
49.28182583,-123.1171386
49.28182583,-123.1171386
49.28182583,-123.1171386
49.28393913,-123.1138638
49.2792952,-123.1197735
49.2792952,-123.1197735
49.2792952,-123.1197735
49.2792952,-123.1197735
49.27928422,-123.1197563
49.27904969,-123.1195691
49.28744883,-123.1204121
49.27985762,-123.1304851
49.27983363,-123.1304478
49.27937786,-123.1297388
49.27911399,-123.1293284
49.27911399,-123.1293284
49.27911399,-123.1293284
49.27911399,-123.1293284
49.27911399,-123.1293284
49.27911399,-123.1293284
49.288319,-123.1401414
49.28846374,-123.139924
49.28846374,-123.139924
49.28891808,-123.139234
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.27964703,-123.1204142
49.28805795,-123.1154753
49.28805795,-123.1154753
49.28805795,-123.1154753
49.28805795,-123.1154753
49.28805795,-123.1154753
49.28805795,-123.1154753
49.28805795,-123.1154753
49.28805795,-123.1154753
49.28805795,-123.1154753
49.28805795,-123.1154753
49.28805795,-123.1154753
49.28805795,-123.1154753
49.28805795,-123.1154753
49.28805795,-123.1154753
49.28931588,-123.1386257
49.286017,-123.1204749
49.28459933,-123.1248483
49.28459933,-123.1248483
49.28459933,-123.1248483
49.28459933,-123.1248483
49.28459933,-123.1248483
49.28459933,-123.1248483
49.28072253,-123.1187972
49.28072253,-123.1187972
49.28072253,-123.1187972
49.28072253,-123.1187972
49.28072253,-123.1187972
49.28072253,-123.1187972
49.28072253,-123.1187972
49.28072253,-123.1187972
49.28072253,-123.1187972
49.28072253,-123.1187972
49.28072253,-123.1187972
49.28072253,-123.1187972
49.28072253,-123.1187972
49.28072253,-123.1187972
49.29006868,-123.1407762
49.27830246,-123.1243677
49.27830246,-123.1243677
49.27859197,-123.1239363
49.28341663,-123.1128644
49.28341663,-123.1128644
49.28341663,-123.1128644
49.28341663,-123.1128644
49.28341663,-123.1128644
49.28341663,-123.1128644
49.28341663,-123.1128644
49.28341663,-123.1128644
49.28341663,-123.1128644
49.28341663,-123.1128644
49.28341663,-123.1128644
49.28341663,-123.1128644
49.27872707,-123.123735
49.27872707,-123.123735
49.27872707,-123.123735
49.27872707,-123.123735
49.27907399,-123.1233936
49.27909329,-123.1233648
49.27899728,-123.1233323
49.27913189,-123.1233073
49.27913189,-123.1233073
49.27917098,-123.1230735
49.27917098,-123.1230735
49.27917098,-123.1230735
49.27917098,-123.1230735
49.27917098,-123.1230735
49.27917098,-123.1230735
49.27917098,-123.1230735
49.2763121,-123.120578
49.28344996,-123.1251368
49.2831366,-123.1248314
49.2831366,-123.1248314
49.28121323,-123.1161913
49.28121323,-123.1161913
49.28121323,-123.1161913
49.28121323,-123.1161913
49.28121323,-123.1161913
49.28121323,-123.1161913
49.28121323,-123.1161913
49.27794708,-123.1318546
49.27639294,-123.1214338
49.27639294,-123.1214338
49.27639294,-123.1214338
49.27639294,-123.1214338
49.27666466,-123.1210275
49.2771887,-123.120244
49.27978003,-123.1260217
49.27978003,-123.1260217
49.27978003,-123.1260217
49.27929926,-123.125037
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.27924183,-123.124947
49.28429354,-123.132738
49.28429354,-123.132738
49.27904923,-123.1194784
49.27904923,-123.1194784
49.27904923,-123.1194784
49.27904923,-123.1194784
49.28010963,-123.1178706
49.28010963,-123.1178706
49.28010963,-123.1178706
49.28010963,-123.1178706
49.28010963,-123.1178706
49.28010963,-123.1178706
49.28010963,-123.1178706
49.28010963,-123.1178706
49.28010963,-123.1178706
49.28180194,-123.1170122
49.28157691,-123.1166643
49.28140813,-123.1164033
49.27698997,-123.1325533
49.27744327,-123.1219898
49.27795922,-123.1212047
49.27790119,-123.1211156
49.27790119,-123.1211156
49.28370572,-123.123551
49.28366754,-123.1233126
49.28366754,-123.1233126
49.28331859,-123.1229502
49.28331859,-123.1229502
49.27830316,-123.1223705
49.27849961,-123.1220761
49.28249033,-123.128048
49.28249033,-123.128048
49.27860153,-123.1220114
49.27860153,-123.1220114
49.27860153,-123.1220114
49.27860153,-123.1220114
49.27860153,-123.1220114
49.27860153,-123.1220114
49.27798223,-123.121081
49.28515605,-123.1221638
49.28654873,-123.1343101
49.28444568,-123.1212429
49.28746072,-123.1201777
49.28697024,-123.1189248
49.28870759,-123.1174456
49.28586116,-123.124424
49.28586116,-123.124424
49.28417365,-123.1284779
49.28381371,-123.1277538
49.28756602,-123.1381272
49.27662903,-123.1189732
49.27662903,-123.1189732
49.28034818,-123.1334139
49.28032912,-123.133204
49.28004335,-123.1327563
49.28003493,-123.1276578
49.28379783,-123.1133837
49.28379783,-123.1133837
49.28360539,-123.1132576
49.28351676,-123.1131157
49.28253033,-123.1303148
49.28242733,-123.1301569
49.28170637,-123.1332905
49.28092266,-123.1321122
49.28076592,-123.1318765
49.28079747,-123.1317476
49.28060917,-123.1316409
49.2804263,-123.1313659
49.2804263,-123.1313659
49.28746774,-123.1414319
49.2891768,-123.1419553
49.2891768,-123.1419553
49.2891768,-123.1419553
49.27729369,-123.12607
49.27738959,-123.1257477
49.27738959,-123.1257477
49.27738959,-123.1257477
49.27754362,-123.1256913
49.2776013,-123.1256039
49.2776013,-123.1256039
49.2776013,-123.1256039
49.2776013,-123.1256039
49.2776013,-123.1256039
49.27771665,-123.1254291
49.27792812,-123.1251087
49.27794735,-123.1250795
49.27794735,-123.1250795
49.27794735,-123.1250795
49.2781396,-123.1247882
49.27812014,-123.1246407
49.27812014,-123.1246407
49.27812014,-123.1246407
49.27812014,-123.1246407
49.27812014,-123.1246407
49.28509528,-123.1276176
49.28813623,-123.1268736
49.28700153,-123.1285369
49.28700153,-123.1285369
49.28700153,-123.1285369
49.28700153,-123.1285369
49.27930462,-123.1339163
49.27930462,-123.1339163
49.27933759,-123.1337882
49.27902236,-123.1334778
49.27869965,-123.1277905
49.27869965,-123.1277905
49.27797969,-123.1270158
49.27792201,-123.1269262
49.27792201,-123.1269262
49.27866956,-123.125802
49.27866956,-123.125802
49.28527793,-123.115845
49.28597203,-123.1148562
49.28597203,-123.1148562
49.28597203,-123.1148562
49.28597203,-123.1148562
49.28660943,-123.1138655
49.28660943,-123.1138655
49.28098533,-123.1224365
49.28098533,-123.1224365
49.28098533,-123.1224365
49.28098533,-123.1224365
49.28098533,-123.1224365
49.28729087,-123.1168672
49.28202003,-123.1208399
49.28202003,-123.1208399
49.28202003,-123.1208399
49.28202003,-123.1208399
49.28202003,-123.1208399
49.28202003,-123.1208399
49.28202003,-123.1208399
49.28276919,-123.1283875
49.28544816,-123.1358733
49.28550567,-123.1357913
49.27923197,-123.1358273
49.27990943,-123.1240397
49.27990943,-123.1240397
49.27990943,-123.1240397
49.27990943,-123.1240397
49.27990943,-123.1240397
49.27990943,-123.1240397
49.27990943,-123.1240397
49.27848439,-123.134684
49.27835549,-123.1344869
49.28114064,-123.1303015
49.28591493,-123.1168637
49.28591493,-123.1168637
49.28660593,-123.115827
49.28375653,-123.120093
49.28157413,-123.123373
49.28526975,-123.1259669
49.2850757,-123.1254907
49.28463888,-123.1249981
49.28264353,-123.1217605
