lat,lon,TYPE
49.2818257,-123.1171386,Theft from Vehicle
49.2818257,-123.1171386,Theft from Vehicle
49.2818257,-123.1171386,Theft from Vehicle
49.2818257,-123.1171386,Theft from Vehicle
49.2818257,-123.1171386,Theft from Vehicle
49.2818257,-123.1171386,Theft from Vehicle
49.2818257,-123.1171386,Theft from Vehicle
49.2818257,-123.1171386,Theft from Vehicle
49.2818257,-123.1171386,Theft from Vehicle
49.2818257,-123.1171386,Theft from Vehicle
49.2818257,-123.1171386,Theft from Vehicle
49.2818257,-123.1171386,Theft from Vehicle
49.2818257,-123.1171386,Theft from Vehicle
49.283939,-123.1138638,Other Theft
49.27929508,-123.1197735,Other Theft
49.27929508,-123.1197735,Other Theft
49.27929508,-123.1197735,Other Theft
49.27929508,-123.1197735,Other Theft
49.2792841,-123.1197563,Other Theft
49.27904956,-123.1195691,Other Theft
49.2874487,-123.1204121,Other Theft
49.27985749,-123.1304851,Mischief
49.2798335,-123.1304478,Mischief
49.27937774,-123.1297388,Mischief
49.27911387,-123.1293284,Mischief
49.27911387,-123.1293284,Mischief
49.27911387,-123.1293284,Mischief
49.27911387,-123.1293284,Mischief
49.27911387,-123.1293284,Mischief
49.27911387,-123.1293284,Mischief
49.28831887,-123.1401414,Mischief
49.28846361,-123.139924,Mischief
49.28846361,-123.139924,Mischief
49.28891796,-123.139234,Mischief
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.2796469,-123.1204142,Theft from Vehicle
49.28805782,-123.1154753,Other Theft
49.28805782,-123.1154753,Other Theft
49.28805782,-123.1154753,Other Theft
49.28805782,-123.1154753,Other Theft
49.28805782,-123.1154753,Other Theft
49.28805782,-123.1154753,Other Theft
49.28805782,-123.1154753,Other Theft
49.28805782,-123.1154753,Other Theft
49.28805782,-123.1154753,Other Theft
49.28805782,-123.1154753,Other Theft
49.28805782,-123.1154753,Other Theft
49.28805782,-123.1154753,Other Theft
49.28805782,-123.1154753,Other Theft
49.28805782,-123.1154753,Other Theft
49.28931576,-123.1386257,Mischief
49.28601687,-123.1204749,Mischief
49.2845992,-123.1248483,Theft from Vehicle
49.2845992,-123.1248483,Theft from Vehicle
49.2845992,-123.1248483,Theft from Vehicle
49.2845992,-123.1248483,Theft from Vehicle
49.2845992,-123.1248483,Theft from Vehicle
49.2845992,-123.1248483,Theft from Vehicle
49.2807224,-123.1187972,Theft from Vehicle
49.2807224,-123.1187972,Theft from Vehicle
49.2807224,-123.1187972,Theft from Vehicle
49.2807224,-123.1187972,Theft from Vehicle
49.2807224,-123.1187972,Theft from Vehicle
49.2807224,-123.1187972,Theft from Vehicle
49.2807224,-123.1187972,Theft from Vehicle
49.2807224,-123.1187972,Theft from Vehicle
49.2807224,-123.1187972,Theft from Vehicle
49.2807224,-123.1187972,Theft from Vehicle
49.2807224,-123.1187972,Theft from Vehicle
49.2807224,-123.1187972,Theft from Vehicle
49.2807224,-123.1187972,Theft from Vehicle
49.2807224,-123.1187972,Theft from Vehicle
49.29006856,-123.1407762,Mischief
49.27830233,-123.1243677,Mischief
49.27830233,-123.1243677,Mischief
49.27859184,-123.1239363,Mischief
49.2834165,-123.1128644,Theft from Vehicle
49.2834165,-123.1128644,Theft from Vehicle
49.2834165,-123.1128644,Theft from Vehicle
49.2834165,-123.1128644,Theft from Vehicle
49.2834165,-123.1128644,Theft from Vehicle
49.2834165,-123.1128644,Theft from Vehicle
49.2834165,-123.1128644,Theft from Vehicle
49.2834165,-123.1128644,Theft from Vehicle
49.2834165,-123.1128644,Theft from Vehicle
49.2834165,-123.1128644,Theft from Vehicle
49.2834165,-123.1128644,Theft from Vehicle
49.2834165,-123.1128644,Theft from Vehicle
49.27872694,-123.123735,Mischief
49.27872694,-123.123735,Mischief
49.27872694,-123.123735,Mischief
49.27872694,-123.123735,Mischief
49.27907387,-123.1233936,Mischief
49.27909317,-123.1233648,Mischief
49.27899715,-123.1233323,Mischief
49.27913177,-123.1233073,Mischief
49.27913177,-123.1233073,Mischief
49.27917085,-123.1230735,Mischief
49.27917085,-123.1230735,Mischief
49.27917085,-123.1230735,Mischief
49.27917085,-123.1230735,Mischief
49.27917085,-123.1230735,Mischief
49.27917085,-123.1230735,Mischief
49.27917085,-123.1230735,Mischief
49.27631198,-123.120578,Mischief
49.28344984,-123.1251368,Mischief
49.28313648,-123.1248314,Mischief
49.28313648,-123.1248314,Mischief
49.2812131,-123.1161913,Theft from Vehicle
49.2812131,-123.1161913,Theft from Vehicle
49.2812131,-123.1161913,Theft from Vehicle
49.2812131,-123.1161913,Theft from Vehicle
49.2812131,-123.1161913,Theft from Vehicle
49.2812131,-123.1161913,Theft from Vehicle
49.2812131,-123.1161913,Theft from Vehicle
49.27794695,-123.1318546,Mischief
49.27639281,-123.1214338,Mischief
49.27639281,-123.1214338,Mischief
49.27639281,-123.1214338,Mischief
49.27639281,-123.1214338,Mischief
49.27666454,-123.1210275,Mischief
49.27718857,-123.120244,Mischief
49.2797799,-123.1260217,Mischief
49.2797799,-123.1260217,Mischief
49.2797799,-123.1260217,Mischief
49.27929913,-123.125037,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.2792417,-123.124947,Mischief
49.28429342,-123.132738,Mischief
49.28429342,-123.132738,Mischief
49.2790491,-123.1194784,Theft from Vehicle
49.2790491,-123.1194784,Theft from Vehicle
49.2790491,-123.1194784,Theft from Vehicle
49.2790491,-123.1194784,Theft from Vehicle
49.2801095,-123.1178706,Theft from Vehicle
49.2801095,-123.1178706,Theft from Vehicle
49.2801095,-123.1178706,Theft from Vehicle
49.2801095,-123.1178706,Theft from Vehicle
49.2801095,-123.1178706,Theft from Vehicle
49.2801095,-123.1178706,Theft from Vehicle
49.2801095,-123.1178706,Theft from Vehicle
49.2801095,-123.1178706,Theft from Vehicle
49.2801095,-123.1178706,Theft from Vehicle
49.28180182,-123.1170122,Other Theft
49.28157678,-123.1166643,Other Theft
49.281408,-123.1164033,Other Theft
49.27698984,-123.1325533,Mischief
49.27744314,-123.1219898,Mischief
49.2779591,-123.1212047,Mischief
49.27790106,-123.1211156,Mischief
49.27790106,-123.1211156,Mischief
49.28370559,-123.123551,Mischief
49.28366741,-123.1233126,Mischief
49.28366741,-123.1233126,Mischief
49.28331847,-123.1229502,Mischief
49.28331847,-123.1229502,Mischief
49.27830303,-123.1223705,Mischief
49.27849948,-123.1220761,Mischief
49.2824902,-123.128048,Theft from Vehicle
49.2824902,-123.128048,Theft from Vehicle
49.2786014,-123.1220114,Theft from Vehicle
49.2786014,-123.1220114,Theft from Vehicle
49.2786014,-123.1220114,Theft from Vehicle
49.2786014,-123.1220114,Theft from Vehicle
49.2786014,-123.1220114,Theft from Vehicle
49.2786014,-123.1220114,Theft from Vehicle
49.2779821,-123.121081,Theft from Vehicle
49.28515593,-123.1221638,Mischief
49.2865486,-123.1343101,Theft from Vehicle
49.28444556,-123.1212429,Mischief
49.28746059,-123.1201777,Mischief
49.28697011,-123.1189248,Mischief
49.28870746,-123.1174456,Mischief
49.28586104,-123.124424,Mischief
49.28586104,-123.124424,Mischief
49.28417353,-123.1284779,Mischief
49.28381358,-123.1277538,Mischief
49.2875659,-123.1381272,Mischief
49.2766289,-123.1189732,Theft from Vehicle
49.2766289,-123.1189732,Theft from Vehicle
49.28034806,-123.1334139,Mischief
49.280329,-123.133204,Mischief
49.28004323,-123.1327563,Mischief
49.2800348,-123.1276578,Mischief
49.2837977,-123.1133837,Other Theft
49.2837977,-123.1133837,Other Theft
49.28360526,-123.1132576,Other Theft
49.28351663,-123.1131157,Other Theft
49.2825302,-123.1303148,Mischief
49.28242721,-123.1301569,Mischief
49.28170625,-123.1332905,Mischief
49.28092253,-123.1321122,Mischief
49.28076579,-123.1318765,Mischief
49.28079734,-123.1317476,Mischief
49.28060905,-123.1316409,Mischief
49.28042618,-123.1313659,Mischief
49.28042618,-123.1313659,Mischief
49.28746761,-123.1414319,Mischief
49.28917667,-123.1419553,Mischief
49.28917667,-123.1419553,Mischief
49.28917667,-123.1419553,Mischief
49.27729357,-123.12607,Mischief
49.27738946,-123.1257477,Mischief
49.27738946,-123.1257477,Mischief
49.27738946,-123.1257477,Mischief
49.27754349,-123.1256913,Mischief
49.27760117,-123.1256039,Mischief
49.27760117,-123.1256039,Mischief
49.27760117,-123.1256039,Mischief
49.27760117,-123.1256039,Mischief
49.27760117,-123.1256039,Mischief
49.27771652,-123.1254291,Mischief
49.277928,-123.1251087,Mischief
49.27794722,-123.1250795,Mischief
49.27794722,-123.1250795,Mischief
49.27794722,-123.1250795,Mischief
49.27813947,-123.1247882,Mischief
49.27812001,-123.1246407,Mischief
49.27812001,-123.1246407,Mischief
49.27812001,-123.1246407,Mischief
49.27812001,-123.1246407,Mischief
49.27812001,-123.1246407,Mischief
49.28509515,-123.1276176,Mischief
49.2881361,-123.1268736,Theft from Vehicle
49.2870014,-123.1285369,Theft from Vehicle
49.2870014,-123.1285369,Theft from Vehicle
49.2870014,-123.1285369,Theft from Vehicle
49.2870014,-123.1285369,Theft from Vehicle
49.27930449,-123.1339163,Mischief
49.27930449,-123.1339163,Mischief
49.27933746,-123.1337882,Mischief
49.27902224,-123.1334778,Mischief
