lat,lon,TYPE,YEAR,MONTH,DAY,HOUR,date,elev
49.28128731,-123.1198495,Theft from Vehicle,2012,6,15,12,2012-06-15,0
49.28028263,-123.1195466,Mischief,2012,6,20,15,2012-06-20,0
49.28128731,-123.1198495,Theft from Vehicle,2012,6,15,22,2012-06-15,0
49.28515127,-123.1256069,Theft from Vehicle,2012,4,17,15,2012-04-17,0
49.28042249,-123.1191599,Mischief,2012,6,1,0,2012-06-01,0
49.27901281,-123.1291938,Other Theft,2012,10,9,9,2012-10-09,0
49.27901281,-123.1291938,Other Theft,2012,8,20,18,2012-08-20,0
49.27901281,-123.1291938,Other Theft,2012,8,15,13,2012-08-15,0
49.27901281,-123.1291938,Other Theft,2012,4,27,14,2012-04-27,0
49.28063979,-123.1188332,Mischief,2012,3,6,5,2012-03-06,0
49.28063979,-123.1188332,Mischief,2012,4,9,2,2012-04-09,0
49.28063979,-123.1188332,Mischief,2012,10,7,16,2012-10-07,0
49.28507557,-123.1254907,Theft from Vehicle,2012,1,7,15,2012-01-07,0
49.28507557,-123.1254907,Theft from Vehicle,2012,1,8,9,2012-01-08,0
49.28507557,-123.1254907,Theft from Vehicle,2012,10,8,9,2012-10-08,0
49.28476493,-123.1251919,Theft from Vehicle,2012,2,13,8,2012-02-13,0
49.28476493,-123.1251919,Theft from Vehicle,2012,8,1,18,2012-08-01,0
49.27903315,-123.1293409,Other Theft,2012,11,20,12,2012-11-20,0
49.27903315,-123.1293409,Other Theft,2012,9,1,14,2012-09-01,0
49.27903315,-123.1293409,Other Theft,2012,5,17,11,2012-05-17,0
49.27903315,-123.1293409,Other Theft,2012,5,9,9,2012-05-09,0
49.27903315,-123.1293409,Other Theft,2012,2,24,13,2012-02-24,0
49.28441872,-123.1250326,Mischief,2012,12,22,0,2012-12-22,0
49.28453509,-123.1248568,Mischief,2012,7,5,22,2012-07-05,0
49.2786516,-123.1297497,Other Theft,2012,10,27,16,2012-10-27,0
49.27810689,-123.1305891,Other Theft,2012,9,11,19,2012-09-11,0
49.28109502,-123.1345802,Other Theft,2012,8,4,17,2012-08-04,0
49.28109502,-123.1345802,Other Theft,2012,4,16,23,2012-04-16,0
49.28117151,-123.1346944,Other Theft,2012,9,19,23,2012-09-19,0
49.28368743,-123.1364283,Other Theft,2012,8,27,21,2012-08-27,0
49.28305723,-123.1371938,Other Theft,2012,8,22,8,2012-08-22,0
49.28463875,-123.1249981,Theft from Vehicle,2012,1,4,17,2012-01-04,0
49.28463875,-123.1249981,Theft from Vehicle,2012,3,10,20,2012-03-10,0
49.28463875,-123.1249981,Theft from Vehicle,2012,3,29,15,2012-03-29,0
49.28463875,-123.1249981,Theft from Vehicle,2012,4,9,17,2012-04-09,0
49.28463875,-123.1249981,Theft from Vehicle,2012,5,8,17,2012-05-08,0
49.28463875,-123.1249981,Theft from Vehicle,2012,8,19,14,2012-08-19,0
49.28463875,-123.1249981,Theft from Vehicle,2012,11,2,22,2012-11-02,0
49.28463875,-123.1249981,Theft from Vehicle,2012,11,5,11,2012-11-05,0
49.28463875,-123.1249981,Theft from Vehicle,2012,11,15,9,2012-11-15,0
49.28463875,-123.1249981,Theft from Vehicle,2012,12,10,19,2012-12-10,0
49.28584714,-123.1409124,Other Theft,2012,9,16,21,2012-09-16,0
49.28561966,-123.1412515,Other Theft,2012,3,1,10,2012-03-01,0
49.27699865,-123.1245186,Theft from Vehicle,2012,6,26,16,2012-06-26,0
49.27952643,-123.1372974,Other Theft,2012,9,15,0,2012-09-15,0
49.27790518,-123.117244,Theft from Vehicle,2012,6,26,11,2012-06-26,0
49.28496259,-123.1296973,Other Theft,2012,9,20,9,2012-09-20,0
49.27745121,-123.1236484,Theft from Vehicle,2012,11,20,0,2012-11-20,0
49.28676832,-123.1260415,Other Theft,2012,9,29,11,2012-09-29,0
49.28676832,-123.1260415,Other Theft,2012,9,9,16,2012-09-09,0
49.28756008,-123.1272932,Other Theft,2012,8,25,22,2012-08-25,0
49.28757282,-123.1205571,Other Theft,2012,5,8,15,2012-05-08,0
49.28757282,-123.1205571,Other Theft,2012,1,25,9,2012-01-25,0
49.28478011,-123.1182511,Other Theft,2012,11,28,14,2012-11-28,0
49.28757282,-123.1205571,Other Theft,2012,1,23,14,2012-01-23,0
49.2782013,-123.124606,Other Theft,2012,2,1,4,2012-02-01,0
49.2782013,-123.124606,Other Theft,2012,9,23,3,2012-09-23,0
49.28751393,-123.1206631,Other Theft,2012,5,16,11,2012-05-16,0
49.2782013,-123.124606,Other Theft,2012,11,11,1,2012-11-11,0
49.27675586,-123.1288773,Other Theft,2012,9,10,22,2012-09-10,0
49.28367381,-123.1198804,Mischief,2012,2,2,11,2012-02-02,0
49.28367381,-123.1198804,Mischief,2012,4,2,15,2012-04-02,0
49.28773844,-123.1214214,Other Theft,2012,9,14,12,2012-09-14,0
49.28773844,-123.1214214,Other Theft,2012,8,3,10,2012-08-03,0
49.28773844,-123.1214214,Other Theft,2012,6,13,8,2012-06-13,0
49.28773844,-123.1214214,Other Theft,2012,4,24,7,2012-04-24,0
49.28787752,-123.1215863,Other Theft,2012,12,4,16,2012-12-04,0
49.28781863,-123.1216923,Other Theft,2012,3,16,8,2012-03-16,0
49.28313465,-123.1192451,Mischief,2012,9,1,2,2012-09-01,0
49.28800582,-123.1220196,Other Theft,2012,5,31,19,2012-05-31,0
49.2880271,-123.1223964,Other Theft,2012,12,17,17,2012-12-17,0
49.2880271,-123.1223964,Other Theft,2012,5,23,8,2012-05-23,0
49.2882035,-123.1229922,Other Theft,2012,7,19,21,2012-07-19,0
49.28624228,-123.1151813,Mischief,2012,5,2,16,2012-05-02,0
49.28598613,-123.114967,Mischief,2012,3,11,5,2012-03-11,0
49.28835861,-123.1232112,Other Theft,2012,10,27,13,2012-10-27,0
49.28835861,-123.1232112,Other Theft,2012,10,23,19,2012-10-23,0
49.28835861,-123.1232112,Other Theft,2012,10,22,21,2012-10-22,0
49.28835861,-123.1232112,Other Theft,2012,4,25,14,2012-04-25,0
49.28835861,-123.1232112,Other Theft,2012,3,30,12,2012-03-30,0
49.27655042,-123.1155075,Mischief,2012,6,30,2,2012-06-30,0
49.29056938,-123.1367416,Other Theft,2012,12,18,20,2012-12-18,0
49.28817196,-123.1206878,Other Theft,2012,5,16,14,2012-05-16,0
49.28817196,-123.1206878,Other Theft,2012,2,23,9,2012-02-23,0
49.28817196,-123.1206878,Other Theft,2012,2,20,15,2012-02-20,0
49.28817196,-123.1206878,Other Theft,2012,2,9,8,2012-02-09,0
49.29056938,-123.1367416,Other Theft,2012,12,4,13,2012-12-04,0
49.29056938,-123.1367416,Other Theft,2012,8,23,12,2012-08-23,0
49.29056938,-123.1367416,Other Theft,2012,7,16,16,2012-07-16,0
49.29056938,-123.1367416,Other Theft,2012,7,3,9,2012-07-03,0
49.29056938,-123.1367416,Other Theft,2012,5,2,17,2012-05-02,0
49.29278891,-123.1397176,Theft from Vehicle,2012,10,7,23,2012-10-07,0
49.28827864,-123.1207496,Other Theft,2012,11,30,16,2012-11-30,0
49.28827864,-123.1207496,Other Theft,2012,9,14,22,2012-09-14,0
49.28827864,-123.1207496,Other Theft,2012,8,18,21,2012-08-18,0
49.28827864,-123.1207496,Other Theft,2012,7,30,15,2012-07-30,0
49.28827864,-123.1207496,Other Theft,2012,6,13,10,2012-06-13,0
49.29278891,-123.1397176,Theft from Vehicle,2012,8,24,17,2012-08-24,0
49.27921538,-123.1131935,Other Theft,2012,9,16,5,2012-09-16,0
49.29065482,-123.1367912,Other Theft,2012,12,5,1,2012-12-05,0
49.2906259,-123.136833,Other Theft,2012,12,4,12,2012-12-04,0
49.28193347,-123.1247943,Mischief,2012,9,12,11,2012-09-12,0
49.29278891,-123.1397176,Theft from Vehicle,2012,7,3,4,2012-07-03,0
49.27780349,-123.1272846,Other Theft,2012,3,21,11,2012-03-21,0
49.28861989,-123.1219725,Other Theft,2012,10,17,16,2012-10-17,0
49.29278891,-123.1397176,Theft from Vehicle,2012,1,28,12,2012-01-28,0
49.28861989,-123.1219725,Other Theft,2012,8,27,14,2012-08-27,0
49.28217846,-123.1244061,Mischief,2012,11,3,17,2012-11-03,0
49.28217846,-123.1244061,Mischief,2012,11,28,20,2012-11-28,0
49.28595316,-123.1233998,Other Theft,2012,7,9,11,2012-07-09,0
49.27784782,-123.1273538,Other Theft,2012,11,16,10,2012-11-16,0
49.27784782,-123.1273538,Other Theft,2012,8,24,13,2012-08-24,0
49.27784782,-123.1273538,Other Theft,2012,5,27,15,2012-05-27,0
49.27784782,-123.1273538,Other Theft,2012,5,1,19,2012-05-01,0
49.27784782,-123.1273538,Other Theft,2012,3,3,14,2012-03-03,0
49.28595316,-123.1233998,Other Theft,2012,7,5,10,2012-07-05,0
49.28595316,-123.1233998,Other Theft,2012,6,26,9,2012-06-26,0
49.27784782,-123.1273538,Other Theft,2012,2,23,17,2012-02-23,0
49.27784782,-123.1273538,Other Theft,2012,1,19,12,2012-01-19,0
49.27795863,-123.1275266,Other Theft,2012,4,17,18,2012-04-17,0
49.28398209,-123.1301474,Mischief,2012,7,1,1,2012-07-01,0
49.2792521,-123.1230402,Other Theft,2012,1,21,2,2012-01-21,0
49.28422854,-123.1296119,Mischief,2012,10,31,5,2012-10-31,0
49.27816143,-123.1276633,Other Theft,2012,3,26,10,2012-03-26,0
49.2792521,-123.1230402,Other Theft,2012,2,13,19,2012-02-13,0
49.2792521,-123.1230402,Other Theft,2012,5,11,0,2012-05-11,0
49.28612794,-123.1238513,Other Theft,2012,12,9,21,2012-12-09,0
49.2792521,-123.1230402,Other Theft,2012,5,23,22,2012-05-23,0
49.2792521,-123.1230402,Other Theft,2012,6,3,1,2012-06-03,0
49.2792521,-123.1230402,Other Theft,2012,7,15,19,2012-07-15,0
49.2792521,-123.1230402,Other Theft,2012,7,17,14,2012-07-17,0
49.2792521,-123.1230402,Other Theft,2012,8,12,4,2012-08-12,0
49.2792521,-123.1230402,Other Theft,2012,8,18,2,2012-08-18,0
49.28612794,-123.1238513,Other Theft,2012,10,20,2,2012-10-20,0
49.28612794,-123.1238513,Other Theft,2012,8,20,20,2012-08-20,0
49.28612794,-123.1238513,Other Theft,2012,8,13,9,2012-08-13,0
49.2792521,-123.1230402,Other Theft,2012,8,28,13,2012-08-28,0
49.28612794,-123.1238513,Other Theft,2012,3,22,16,2012-03-22,0
49.28612794,-123.1238513,Other Theft,2012,2,20,4,2012-02-20,0
49.2862317,-123.1240128,Other Theft,2012,11,17,22,2012-11-17,0
49.28811229,-123.1153351,Mischief,2012,2,6,2,2012-02-06,0
49.28811229,-123.1153351,Mischief,2012,4,3,17,2012-04-03,0
49.28811229,-123.1153351,Mischief,2012,12,9,0,2012-12-09,0
49.28811229,-123.1153351,Mischief,2012,12,22,21,2012-12-22,0
49.28654299,-123.1244972,Other Theft,2012,9,9,15,2012-09-09,0
49.28691295,-123.1248936,Other Theft,2012,11,1,13,2012-11-01,0
49.28691295,-123.1248936,Other Theft,2012,10,1,16,2012-10-01,0
49.27915926,-123.1130995,Other Theft,2012,1,27,22,2012-01-27,0
49.27915926,-123.1130995,Other Theft,2012,1,28,0,2012-01-28,0
49.28691295,-123.1248936,Other Theft,2012,9,29,14,2012-09-29,0
49.28691295,-123.1248936,Other Theft,2012,7,10,10,2012-07-10,0
49.27915926,-123.1130995,Other Theft,2012,2,6,17,2012-02-06,0
49.27915926,-123.1130995,Other Theft,2012,3,31,23,2012-03-31,0
49.29334145,-123.1383708,Other Theft,2012,3,24,15,2012-03-24,0
49.29221712,-123.1400486,Mischief,2012,8,6,18,2012-08-06,0
49.27915926,-123.1130995,Other Theft,2012,5,8,18,2012-05-08,0
49.27915926,-123.1130995,Other Theft,2012,5,9,19,2012-05-09,0
49.27915926,-123.1130995,Other Theft,2012,6,21,21,2012-06-21,0
49.27915926,-123.1130995,Other Theft,2012,7,27,13,2012-07-27,0
49.27915926,-123.1130995,Other Theft,2012,8,20,12,2012-08-20,0
49.27839038,-123.1165288,Theft from Vehicle,2012,11,9,9,2012-11-09,0
49.27915926,-123.1130995,Other Theft,2012,10,10,19,2012-10-10,0
49.28690615,-123.1250625,Other Theft,2012,11,29,13,2012-11-29,0
49.27839038,-123.1165288,Theft from Vehicle,2012,11,23,10,2012-11-23,0
49.27915926,-123.1130995,Other Theft,2012,11,19,5,2012-11-19,0
49.28910344,-123.1326891,Other Theft,2012,10,29,18,2012-10-29,0
49.28612794,-123.1238513,Theft from Vehicle,2012,4,12,10,2012-04-12,0
49.28612794,-123.1238513,Theft from Vehicle,2012,4,12,13,2012-04-12,0
49.27786029,-123.1154176,Other Theft,2012,9,22,18,2012-09-22,0
49.2784349,-123.1282695,Mischief,2012,1,11,14,2012-01-11,0
49.27786029,-123.1154176,Other Theft,2012,4,19,11,2012-04-19,0
49.27786029,-123.1154176,Other Theft,2012,3,12,16,2012-03-12,0
49.27841022,-123.128231,Mischief,2012,7,1,1,2012-07-01,0
49.28576478,-123.1232861,Theft from Vehicle,2012,6,11,21,2012-06-11,0
49.27841022,-123.128231,Mischief,2012,8,13,4,2012-08-13,0
49.27896068,-123.1125807,Other Theft,2012,8,1,14,2012-08-01,0
49.27896068,-123.1125807,Other Theft,2012,9,6,17,2012-09-06,0
49.27896068,-123.1125807,Other Theft,2012,12,30,19,2012-12-30,0
49.28957832,-123.1382206,Mischief,2012,4,13,22,2012-04-13,0
49.28959975,-123.1381875,Mischief,2012,3,16,19,2012-03-16,0
49.29035246,-123.1370553,Mischief,2012,8,11,5,2012-08-11,0
49.27772632,-123.1156264,Other Theft,2012,10,10,12,2012-10-10,0
49.27767322,-123.130308,Mischief,2012,6,2,18,2012-06-02,0
49.28861989,-123.1219725,Theft from Vehicle,2012,2,15,9,2012-02-15,0
49.28861989,-123.1219725,Theft from Vehicle,2012,2,23,18,2012-02-23,0
49.28861989,-123.1219725,Theft from Vehicle,2012,3,19,21,2012-03-19,0
49.28861989,-123.1219725,Theft from Vehicle,2012,6,13,10,2012-06-13,0
49.27728613,-123.1163127,Other Theft,2012,11,2,9,2012-11-02,0
49.27728613,-123.1163127,Other Theft,2012,7,30,19,2012-07-30,0
49.27896254,-123.1257174,Theft from Vehicle,2012,3,17,18,2012-03-17,0
49.27896254,-123.1257174,Theft from Vehicle,2012,3,19,7,2012-03-19,0
49.27896254,-123.1257174,Theft from Vehicle,2012,3,19,15,2012-03-19,0
49.27896254,-123.1257174,Theft from Vehicle,2012,3,19,17,2012-03-19,0
49.27896254,-123.1257174,Theft from Vehicle,2012,3,19,19,2012-03-19,0
49.27896254,-123.1257174,Theft from Vehicle,2012,3,19,19,2012-03-19,0
49.27896254,-123.1257174,Theft from Vehicle,2012,11,25,5,2012-11-25,0
49.27884731,-123.1257162,Theft from Vehicle,2012,5,10,3,2012-05-10,0
49.27855664,-123.1183574,Theft from Vehicle,2012,8,19,3,2012-08-19,0
49.28067229,-123.115444,Mischief,2012,7,22,13,2012-07-22,0
49.28482309,-123.1287234,Other Theft,2012,1,11,15,2012-01-11,0
49.27855583,-123.1181818,Theft from Vehicle,2012,1,10,4,2012-01-10,0
49.28477196,-123.1288024,Other Theft,2012,1,17,19,2012-01-17,0
49.28477932,-123.1289699,Other Theft,2012,11,30,21,2012-11-30,0
49.27893699,-123.117782,Theft from Vehicle,2012,11,6,7,2012-11-06,0
49.28874019,-123.1259065,Theft from Vehicle,2012,11,2,20,2012-11-02,0
49.28874019,-123.1259065,Theft from Vehicle,2012,9,23,12,2012-09-23,0
49.28319996,-123.1228404,Other Theft,2012,12,26,21,2012-12-26,0
49.28319996,-123.1228404,Other Theft,2012,11,30,10,2012-11-30,0
49.28319996,-123.1228404,Other Theft,2012,10,21,17,2012-10-21,0
49.28319996,-123.1228404,Other Theft,2012,8,16,10,2012-08-16,0
49.28319996,-123.1228404,Other Theft,2012,5,31,0,2012-05-31,0
49.28319996,-123.1228404,Other Theft,2012,3,27,14,2012-03-27,0
49.28319996,-123.1228404,Other Theft,2012,3,20,15,2012-03-20,0
49.28874019,-123.1259065,Theft from Vehicle,2012,7,2,9,2012-07-02,0
49.28874019,-123.1259065,Theft from Vehicle,2012,6,24,0,2012-06-24,0
49.28063721,-123.1152108,Mischief,2012,9,24,17,2012-09-24,0
49.28063721,-123.1152108,Mischief,2012,11,5,19,2012-11-05,0
49.28827864,-123.1207496,Theft from Vehicle,2012,2,14,18,2012-02-14,0
49.28827864,-123.1207496,Theft from Vehicle,2012,2,27,11,2012-02-27,0
49.28827864,-123.1207496,Theft from Vehicle,2012,4,28,5,2012-04-28,0
49.28827864,-123.1207496,Theft from Vehicle,2012,4,28,17,2012-04-28,0
49.28827864,-123.1207496,Theft from Vehicle,2012,5,6,20,2012-05-06,0
49.29069782,-123.1396285,Mischief,2012,4,9,4,2012-04-09,0
49.27933489,-123.1230022,Mischief,2012,1,5,22,2012-01-05,0
49.27914618,-123.1174655,Theft from Vehicle,2012,2,12,3,2012-02-12,0
49.27914618,-123.1174655,Theft from Vehicle,2012,11,10,9,2012-11-10,0
49.27992698,-123.1219152,Mischief,2012,4,29,4,2012-04-29,0
49.27992698,-123.1219152,Mischief,2012,5,26,3,2012-05-26,0
49.27922225,-123.1173505,Theft from Vehicle,2012,2,22,8,2012-02-22,0
49.27922225,-123.1173505,Theft from Vehicle,2012,5,9,22,2012-05-09,0
49.28310293,-123.1229891,Other Theft,2012,5,19,3,2012-05-19,0
49.28006494,-123.1217035,Mischief,2012,3,11,4,2012-03-11,0
49.2830078,-123.1123613,Mischief,2012,2,17,19,2012-02-17,0
49.28300589,-123.1231377,Other Theft,2012,10,8,18,2012-10-08,0
49.28300589,-123.1231377,Other Theft,2012,5,3,21,2012-05-03,0
49.29110193,-123.1349709,Other Theft,2012,3,9,15,2012-03-09,0
49.28817196,-123.1206878,Theft from Vehicle,2012,1,9,7,2012-01-09,0
49.28817196,-123.1206878,Theft from Vehicle,2012,1,17,14,2012-01-17,0
49.28817196,-123.1206878,Theft from Vehicle,2012,1,17,18,2012-01-17,0
49.28817196,-123.1206878,Theft from Vehicle,2012,3,8,11,2012-03-08,0
49.28817196,-123.1206878,Theft from Vehicle,2012,4,28,19,2012-04-28,0
49.28817196,-123.1206878,Theft from Vehicle,2012,5,30,9,2012-05-30,0
49.28817196,-123.1206878,Theft from Vehicle,2012,11,13,22,2012-11-13,0
49.28283123,-123.1235832,Other Theft,2012,12,2,14,2012-12-02,0
49.28283123,-123.1235832,Other Theft,2012,11,5,18,2012-11-05,0
49.28283123,-123.1235832,Other Theft,2012,11,4,19,2012-11-04,0
49.28283123,-123.1235832,Other Theft,2012,9,19,17,2012-09-19,0
49.28024231,-123.1214312,Mischief,2012,2,19,3,2012-02-19,0
49.28283123,-123.1235832,Other Theft,2012,9,10,11,2012-09-10,0
49.28024231,-123.1214312,Mischief,2012,3,6,19,2012-03-06,0
49.28024231,-123.1214312,Mischief,2012,5,3,5,2012-05-03,0
49.28024231,-123.1214312,Mischief,2012,9,1,2,2012-09-01,0
49.28024231,-123.1214312,Mischief,2012,9,2,1,2012-09-02,0
49.28283123,-123.1235832,Other Theft,2012,9,3,18,2012-09-03,0
49.28810801,-123.1201382,Theft from Vehicle,2012,2,17,17,2012-02-17,0
49.28810801,-123.1201382,Theft from Vehicle,2012,4,24,12,2012-04-24,0
49.28283123,-123.1235832,Other Theft,2012,8,30,16,2012-08-30,0
49.2879548,-123.1199096,Theft from Vehicle,2012,5,15,20,2012-05-15,0
49.28283123,-123.1235832,Other Theft,2012,7,21,7,2012-07-21,0
49.28283123,-123.1235832,Other Theft,2012,5,23,17,2012-05-23,0
49.28283123,-123.1235832,Other Theft,2012,5,19,18,2012-05-19,0
49.28283123,-123.1235832,Other Theft,2012,5,5,21,2012-05-05,0
49.28283123,-123.1235832,Other Theft,2012,5,4,21,2012-05-04,0
49.28283123,-123.1235832,Other Theft,2012,4,3,16,2012-04-03,0
49.28283123,-123.1235832,Other Theft,2012,3,22,18,2012-03-22,0
49.28283123,-123.1235832,Other Theft,2012,3,19,21,2012-03-19,0
49.28283123,-123.1235832,Other Theft,2012,3,16,10,2012-03-16,0
49.28283123,-123.1235832,Other Theft,2012,3,9,20,2012-03-09,0
49.28283123,-123.1235832,Other Theft,2012,3,8,18,2012-03-08,0
49.28283123,-123.1235832,Other Theft,2012,2,10,12,2012-02-10,0
49.2813684,-123.1198153,Other Theft,2012,1,22,14,2012-01-22,0
49.2813684,-123.1198153,Other Theft,2012,2,17,1,2012-02-17,0
49.2813684,-123.1198153,Other Theft,2012,3,7,21,2012-03-07,0
49.2813684,-123.1198153,Other Theft,2012,3,17,4,2012-03-17,0
49.2813684,-123.1198153,Other Theft,2012,4,20,15,2012-04-20,0
49.2880271,-123.1223964,Theft from Vehicle,2012,11,6,7,2012-11-06,0
49.2813684,-123.1198153,Other Theft,2012,6,13,19,2012-06-13,0
49.2813684,-123.1198153,Other Theft,2012,6,25,20,2012-06-25,0
49.2813684,-123.1198153,Other Theft,2012,6,26,10,2012-06-26,0
49.2813684,-123.1198153,Other Theft,2012,11,16,16,2012-11-16,0
49.2813684,-123.1198153,Other Theft,2012,11,16,23,2012-11-16,0
49.2813684,-123.1198153,Other Theft,2012,11,24,11,2012-11-24,0
49.27745121,-123.1236484,Other Theft,2012,5,19,19,2012-05-19,0
49.27745265,-123.1238241,Other Theft,2012,12,28,11,2012-12-28,0
49.27745265,-123.1238241,Other Theft,2012,10,19,12,2012-10-19,0
49.2813684,-123.1198153,Other Theft,2012,12,3,16,2012-12-03,0
49.2813684,-123.1198153,Other Theft,2012,12,4,22,2012-12-04,0
49.2813684,-123.1198153,Other Theft,2012,12,23,22,2012-12-23,0
49.27745265,-123.1238241,Other Theft,2012,1,4,9,2012-01-04,0
49.2793926,-123.1169158,Theft from Vehicle,2012,1,14,16,2012-01-14,0
49.2793926,-123.1169158,Theft from Vehicle,2012,11,29,4,2012-11-29,0
49.29155613,-123.1376362,Other Theft,2012,3,28,17,2012-03-28,0
49.29155613,-123.1376362,Other Theft,2012,12,24,14,2012-12-24,0
49.28299581,-123.112344,Mischief,2012,9,8,12,2012-09-08,0
49.27699865,-123.1245186,Other Theft,2012,8,21,22,2012-08-21,0
49.28378576,-123.1182244,Theft from Vehicle,2012,12,3,16,2012-12-03,0
49.27658249,-123.1251553,Other Theft,2012,9,20,12,2012-09-20,0
49.27658249,-123.1251553,Other Theft,2012,4,16,19,2012-04-16,0
49.28271479,-123.1235836,Other Theft,2012,10,5,12,2012-10-05,0
49.28271479,-123.1235836,Other Theft,2012,5,1,20,2012-05-01,0
49.28481163,-123.1183884,Theft from Vehicle,2012,11,8,20,2012-11-08,0
49.28463875,-123.1249981,Other Theft,2012,12,26,13,2012-12-26,0
49.28463875,-123.1249981,Other Theft,2012,10,4,12,2012-10-04,0
49.28463875,-123.1249981,Other Theft,2012,9,5,12,2012-09-05,0
49.28463875,-123.1249981,Other Theft,2012,8,17,16,2012-08-17,0
49.2827342,-123.1237319,Other Theft,2012,8,1,13,2012-08-01,0
49.28149281,-123.1234094,Mischief,2012,1,17,1,2012-01-17,0
49.28477275,-123.1250257,Other Theft,2012,11,18,0,2012-11-18,0
49.29110193,-123.1349709,Other Theft,2012,3,16,21,2012-03-16,0
49.28476493,-123.1251919,Other Theft,2012,10,29,18,2012-10-29,0
49.28476493,-123.1251919,Other Theft,2012,6,11,19,2012-06-11,0
49.28476493,-123.1251919,Other Theft,2012,3,25,16,2012-03-25,0
49.28492416,-123.1252582,Other Theft,2012,4,23,18,2012-04-23,0
49.28676832,-123.1260415,Theft from Vehicle,2012,1,7,20,2012-01-07,0
49.28676832,-123.1260415,Theft from Vehicle,2012,4,3,16,2012-04-03,0
49.2809027,-123.1224716,Mischief,2012,3,7,22,2012-03-07,0
49.28256105,-123.1217964,Theft from Vehicle,2012,1,19,17,2012-01-19,0
49.28256105,-123.1217964,Theft from Vehicle,2012,2,16,18,2012-02-16,0
49.28623484,-123.1295791,Mischief,2012,5,14,5,2012-05-14,0
49.28256105,-123.1217964,Theft from Vehicle,2012,4,18,19,2012-04-18,0
49.28234606,-123.1241484,Other Theft,2012,12,27,1,2012-12-27,0
49.28234606,-123.1241484,Other Theft,2012,8,15,19,2012-08-15,0
49.28494939,-123.1252969,Other Theft,2012,4,8,9,2012-04-08,0
49.28494939,-123.1252969,Other Theft,2012,3,9,14,2012-03-09,0
49.28234606,-123.1241484,Other Theft,2012,6,23,21,2012-06-23,0
49.28234606,-123.1241484,Other Theft,2012,5,27,17,2012-05-27,0
49.28234606,-123.1241484,Other Theft,2012,5,11,23,2012-05-11,0
49.28234606,-123.1241484,Other Theft,2012,4,7,17,2012-04-07,0
49.28234606,-123.1241484,Other Theft,2012,3,25,16,2012-03-25,0
49.28234606,-123.1241484,Other Theft,2012,3,2,14,2012-03-02,0
49.28234606,-123.1241484,Other Theft,2012,3,2,13,2012-03-02,0
49.28256105,-123.1217964,Theft from Vehicle,2012,5,16,11,2012-05-16,0
49.28496259,-123.1296973,Theft from Vehicle,2012,11,17,19,2012-11-17,0
49.28498589,-123.1295534,Theft from Vehicle,2012,9,13,19,2012-09-13,0
49.28155886,-123.121462,Theft from Vehicle,2012,1,28,16,2012-01-28,0
49.28299581,-123.112344,Theft from Vehicle,2012,3,9,8,2012-03-09,0
49.28155886,-123.121462,Theft from Vehicle,2012,5,3,12,2012-05-03,0
49.28063721,-123.1152108,Theft from Vehicle,2012,5,10,17,2012-05-10,0
49.28063721,-123.1152108,Theft from Vehicle,2012,3,13,19,2012-03-13,0
49.28063721,-123.1152108,Theft from Vehicle,2012,2,8,8,2012-02-08,0
49.28100542,-123.1125503,Theft from Vehicle,2012,1,13,22,2012-01-13,0
49.28683831,-123.1316554,Other Theft,2012,12,28,2,2012-12-28,0
49.28499986,-123.1253744,Other Theft,2012,5,20,15,2012-05-20,0
49.28499986,-123.1253744,Other Theft,2012,4,3,12,2012-04-03,0
49.27932327,-123.1372438,Theft from Vehicle,2012,9,23,12,2012-09-23,0
49.27742968,-123.1141184,Other Theft,2012,12,3,13,2012-12-03,0
49.2848911,-123.1253856,Other Theft,2012,4,26,21,2012-04-26,0
49.27721784,-123.1146215,Other Theft,2012,10,10,18,2012-10-10,0
49.28507557,-123.1254907,Other Theft,2012,10,9,16,2012-10-09,0
49.28507557,-123.1254907,Other Theft,2012,4,19,23,2012-04-19,0
49.28113103,-123.1258449,Mischief,2012,2,3,23,2012-02-03,0
49.27694735,-123.1148583,Other Theft,2012,4,11,13,2012-04-11,0
49.28053928,-123.1250795,Mischief,2012,8,5,18,2012-08-05,0
49.28696761,-123.1335943,Mischief,2012,12,10,11,2012-12-10,0
49.28067229,-123.115444,Theft from Vehicle,2012,10,28,0,2012-10-28,0
49.27694735,-123.1148583,Other Theft,2012,3,19,15,2012-03-19,0
49.27702491,-123.1149174,Other Theft,2012,4,26,15,2012-04-26,0
49.28167288,-123.1212861,Theft from Vehicle,2012,3,1,19,2012-03-01,0
49.27626627,-123.1314435,Mischief,2012,4,6,0,2012-04-06,0
49.27685089,-123.1150062,Other Theft,2012,10,9,15,2012-10-09,0
49.27685089,-123.1150062,Other Theft,2012,10,7,13,2012-10-07,0
49.28512604,-123.1255682,Other Theft,2012,11,18,16,2012-11-18,0
49.28512604,-123.1255682,Other Theft,2012,1,13,20,2012-01-13,0
49.27685089,-123.1150062,Other Theft,2012,10,3,12,2012-10-03,0
49.27685089,-123.1150062,Other Theft,2012,7,1,14,2012-07-01,0
49.27685089,-123.1150062,Other Theft,2012,4,18,18,2012-04-18,0
49.27685089,-123.1150062,Other Theft,2012,4,17,15,2012-04-17,0
49.28167288,-123.1212861,Theft from Vehicle,2012,7,23,19,2012-07-23,0
49.28167288,-123.1212861,Theft from Vehicle,2012,11,9,16,2012-11-09,0
